deaths	exposure	age	year
8	8641.5	18	1985
8	14021.75	19	1985
13	20129	20	1985
24	27084.75	21	1985
26	33455.5	22	1985
14	39589.75	23	1985
27	45836.75	24	1985
37	51725	25	1985
38	58517.75	26	1985
23	66400.5	27	1985
46	73417	28	1985
33	80442.5	29	1985
55	88708.75	30	1985
56	98618.5	31	1985
44	108672.75	32	1985
84	118634.25	33	1985
64	131229.5	34	1985
91	147138.25	35	1985
141	166167.25	36	1985
144	189975.5	37	1985
207	219312.25	38	1985
189	210444.75	39	1985
182	191639	40	1985
256	198862.75	41	1985
219	198332.5	42	1985
220	183074	43	1985
271	165331.5	44	1985
295	163554.5	45	1985
342	170443.5	46	1985
366	170991	47	1985
351	167282.25	48	1985
415	163815.25	49	1985
503	158936.75	50	1985
506	152106.25	51	1985
610	148981.5	52	1985
633	148626.25	53	1985
666	146525.75	54	1985
707	139136	55	1985
774	132228.75	56	1985
854	125154	57	1985
923	118318.75	58	1985
945	111619	59	1985
857	94496.75	60	1985
935	81564.5	61	1985
922	74810.75	62	1985
1031	70154.5	63	1985
996	63795.5	64	1985
696	37401	65	1985
334	18599.25	66	1985
288	12715.5	67	1985
259	11771.75	68	1985
274	11549	69	1985
291	10591.5	70	1985
263	9656.25	71	1985
301	8755	72	1985
282	7934	73	1985
289	7153.25	74	1985
284	6599.25	75	1985
308	6072	76	1985
334	5385.75	77	1985
312	4840.75	78	1985
298	4258.25	79	1985
282	3450	80	1985
306	2864	81	1985
222	2441	82	1985
208	2060.5	83	1985
204	1643	84	1985
167	1290.5	85	1985
159	1035.25	86	1985
126	856	87	1985
99	687.5	88	1985
93	520	89	1985
96	422	90	1985
70	327.5	91	1985
46	248.25	92	1985
48	211.5	93	1985
40	147	94	1985
31	112.5	95	1985
19	89	96	1985
24	59.5	97	1985
10	45	98	1985
8	31	99	1985
6	53	100	1985
0	131.75	11	1986
0	165	12	1986
0	279	13	1986
0	464	14	1986
0	756.75	15	1986
3	1678.25	16	1986
4	4120.5	17	1986
2	8184.25	18	1986
8	13560.25	19	1986
14	18817.5	20	1986
12	24404	21	1986
21	30287	22	1986
18	35763.25	23	1986
23	41157.25	24	1986
27	46472.5	25	1986
30	51749	26	1986
27	57527.5	27	1986
32	64515	28	1986
45	70694	29	1986
43	77510.25	30	1986
32	85583.25	31	1986
53	94609.5	32	1986
67	104347.75	33	1986
82	114061.75	34	1986
85	126322	35	1986
94	141743	36	1986
137	160475	37	1986
180	183553.75	38	1986
180	210459.25	39	1986
227	203429.25	40	1986
186	185593.75	41	1986
230	192430.5	42	1986
203	191991	43	1986
307	177209	44	1986
255	160131.75	45	1986
320	158004.75	46	1986
330	164812.25	47	1986
398	165500.5	48	1986
388	161685	49	1986
491	157755	50	1986
523	153600.25	51	1986
593	147634.25	52	1986
577	144518	53	1986
669	143685	54	1986
771	139353.5	55	1986
753	132869	56	1986
804	126617	57	1986
921	119766.25	58	1986
981	111278	59	1986
965	95359	60	1986
938	83457	61	1986
914	75771.25	62	1986
969	69315	63	1986
940	60588.75	64	1986
571	36296.75	65	1986
340	22354.25	66	1986
306	16202	67	1986
233	11595	68	1986
221	10809	69	1986
284	10458.25	70	1986
244	9812.5	71	1986
281	9132.25	72	1986
313	8337	73	1986
316	7485.5	74	1986
283	6633.75	75	1986
335	6122.75	76	1986
348	5631.5	77	1986
300	4996.25	78	1986
327	4507.75	79	1986
259	3702.25	80	1986
243	3052.25	81	1986
222	2572.75	82	1986
262	2172.5	83	1986
214	1767.75	84	1986
181	1345.5	85	1986
131	1098	86	1986
125	878	87	1986
123	742	88	1986
79	562.5	89	1986
72	417.5	90	1986
70	328	91	1986
69	252.25	92	1986
45	199	93	1986
29	164	94	1986
20	116	95	1986
26	84	96	1986
15	63	97	1986
6	45.25	98	1986
6	30.25	99	1986
3	52	100	1986
0	117	11	1987
0	148.25	12	1987
0	238.25	13	1987
0	372	14	1987
0	614.5	15	1987
0	1395.75	16	1987
3	3547	17	1987
8	7153.5	18	1987
14	11588	19	1987
11	15934.5	20	1987
11	20364.25	21	1987
14	24879.75	22	1987
14	29631.25	23	1987
17	34221.75	24	1987
20	38478	25	1987
19	42580	26	1987
38	46599.25	27	1987
21	50963	28	1987
16	56334	29	1987
33	61276.5	30	1987
38	67338	31	1987
46	74021	32	1987
57	81503.75	33	1987
63	90028	34	1987
62	98546.25	35	1987
63	108675.25	36	1987
88	122203.25	37	1987
125	138425.75	38	1987
116	158145.5	39	1987
151	181300.5	40	1987
181	177363.5	41	1987
133	160980.5	42	1987
228	167040.75	43	1987
221	167195.75	44	1987
311	154017.25	45	1987
247	139138.75	46	1987
287	136869.25	47	1987
331	143001.75	48	1987
336	143331.5	49	1987
382	139659.5	50	1987
423	136980	51	1987
520	133745.25	52	1987
489	128756.25	53	1987
525	125253.5	54	1987
664	122706	55	1987
697	119461	56	1987
811	114202	57	1987
770	108702.25	58	1987
838	101254.25	59	1987
763	85071	60	1987
814	75243.25	61	1987
832	69020.25	62	1987
826	62546	63	1987
789	54273.5	64	1987
507	31443	65	1987
331	19611.75	66	1987
314	17149	67	1987
244	13107.75	68	1987
198	9449.5	69	1987
221	8736.25	70	1987
254	8540.25	71	1987
242	8214.5	72	1987
288	7519.75	73	1987
293	6891	74	1987
244	6070.5	75	1987
274	5326	76	1987
218	4930	77	1987
275	4546	78	1987
240	4031.75	79	1987
263	3488	80	1987
222	2911	81	1987
206	2470.75	82	1987
203	2051.5	83	1987
146	1663.25	84	1987
161	1295.75	85	1987
133	1026.75	86	1987
107	850.75	87	1987
115	679.25	88	1987
89	554.75	89	1987
83	419.5	90	1987
71	284.25	91	1987
58	225.5	92	1987
29	180.25	93	1987
31	154.25	94	1987
31	121.75	95	1987
28	78	96	1987
5	61.25	97	1987
8	48	98	1987
4	35	99	1987
4	52.5	100	1987
0	101.5	11	1988
0	133	12	1988
0	223.75	13	1988
0	354	14	1988
0	560	15	1988
1	1303.5	16	1988
3	3620	17	1988
3	7397.75	18	1988
15	11820.5	19	1988
11	16179	20	1988
9	20578.75	21	1988
16	25071.5	22	1988
19	29381	23	1988
32	34551.25	24	1988
22	39361.75	25	1988
21	43631.25	26	1988
15	47122	27	1988
28	50128	28	1988
22	53721.25	29	1988
31	58306.25	30	1988
34	62813.25	31	1988
38	68156	32	1988
36	73922.25	33	1988
53	80834.25	34	1988
57	88817	35	1988
41	96717	36	1988
61	106305.5	37	1988
81	119113.75	38	1988
124	134374.25	39	1988
133	153449	40	1988
178	178013.25	41	1988
171	173165.75	42	1988
185	156671.5	43	1988
254	162611.5	44	1988
237	162439.75	45	1988
283	149861.75	46	1988
263	134676.5	47	1988
318	132475.5	48	1988
378	137939.5	49	1988
359	137851.75	50	1988
415	135501	51	1988
402	133295.25	52	1988
541	130191.5	53	1988
499	124789	54	1988
568	119373.75	55	1988
646	117715.25	56	1988
673	115174.25	57	1988
706	110004	58	1988
785	103332.5	59	1988
735	87196.5	60	1988
804	76116.25	61	1988
861	70476.5	62	1988
847	64855	63	1988
835	56757.25	64	1988
484	32241.25	65	1988
300	19441	66	1988
298	16955.25	67	1988
322	15615.25	68	1988
256	11982.5	69	1988
239	8494.25	70	1988
204	7977.25	71	1988
267	8106.5	72	1988
259	7754.5	73	1988
253	7145.25	74	1988
284	6454.25	75	1988
278	5710.5	76	1988
284	5074	77	1988
288	4688.5	78	1988
307	4285.25	79	1988
256	3664.5	80	1988
261	3203.5	81	1988
206	2683.75	82	1988
234	2233.25	83	1988
217	1783.5	84	1988
168	1382.25	85	1988
132	1077.75	86	1988
107	865	87	1988
108	713	88	1988
102	552.5	89	1988
97	440.5	90	1988
69	307	91	1988
46	217.25	92	1988
30	178.25	93	1988
29	149	94	1988
21	118.25	95	1988
28	90.5	96	1988
25	60.5	97	1988
6	50.25	98	1988
9	40	99	1988
5	61.5	100	1988
0	113	11	1989
1	148.5	12	1989
0	215.25	13	1989
0	330.75	14	1989
0	521.5	15	1989
0	1258.75	16	1989
2	3767.5	17	1989
6	7921.75	18	1989
6	12275	19	1989
15	16581.5	20	1989
14	21071.5	21	1989
11	25751.5	22	1989
23	30122.5	23	1989
17	34904.5	24	1989
25	40275.5	25	1989
41	45436.25	26	1989
19	49298	27	1989
34	51990.5	28	1989
16	54339.25	29	1989
30	57723.25	30	1989
39	62203.25	31	1989
37	66674.25	32	1989
49	72074.5	33	1989
37	77816.75	34	1989
73	84827	35	1989
55	92995.5	36	1989
80	100947.5	37	1989
107	110796.5	38	1989
101	123704.5	39	1989
135	139102.25	40	1989
176	158604.75	41	1989
185	183138.75	42	1989
207	177492.5	43	1989
184	160438.75	44	1989
239	165359.25	45	1989
289	164944.75	46	1989
315	151675.25	47	1989
305	136205.25	48	1989
262	133658.75	49	1989
351	137859.75	50	1989
418	138298	51	1989
467	135921	52	1989
496	133329	53	1989
552	129606.75	54	1989
534	122150.75	55	1989
560	117313.5	56	1989
703	116093	57	1989
712	113216.5	58	1989
805	106658.5	59	1989
774	90621.25	60	1989
720	79018.5	61	1989
839	72188.75	62	1989
816	66805.5	63	1989
777	59288.75	64	1989
467	33233.5	65	1989
298	19821.25	66	1989
265	16690.25	67	1989
268	15345	68	1989
313	14375.5	69	1989
268	10829.25	70	1989
243	7786.75	71	1989
211	7533.75	72	1989
240	7657	73	1989
299	7293.75	74	1989
280	6611.5	75	1989
275	5962.25	76	1989
258	5333.5	77	1989
299	4724.5	78	1989
302	4329.25	79	1989
282	3780.75	80	1989
300	3300.25	81	1989
254	2883.75	82	1989
226	2415	83	1989
192	1943.5	84	1989
188	1464	85	1989
173	1169.75	86	1989
98	928.25	87	1989
106	755	88	1989
95	598	89	1989
64	456	90	1989
56	353	91	1989
44	253.5	92	1989
32	179.5	93	1989
25	149.5	94	1989
18	122	95	1989
15	97.5	96	1989
13	70	97	1989
6	48.75	98	1989
6	42.5	99	1989
4	74	100	1989
0	140.5	11	1990
0	144.5	12	1990
1	193.5	13	1990
0	274	14	1990
0	444.5	15	1990
0	1221.75	16	1990
3	3963.75	17	1990
7	8500	18	1990
10	13382.5	19	1990
16	17761	20	1990
12	22466.25	21	1990
23	27453.75	22	1990
25	32437.5	23	1990
24	37295.75	24	1990
23	42393.75	25	1990
18	47837.75	26	1990
26	52349.5	27	1990
28	55369.25	28	1990
42	57082	29	1990
33	58845.75	30	1990
33	61648.75	31	1990
39	65749	32	1990
47	69646.75	33	1990
50	74314.5	34	1990
52	79637.75	35	1990
95	86240.5	36	1990
78	93989	37	1990
98	101642	38	1990
110	111248.75	39	1990
101	123761	40	1990
151	138814.75	41	1990
158	157915.75	42	1990
215	182080.25	43	1990
238	176007.25	44	1990
253	158643.75	45	1990
277	163691.5	46	1990
316	163033	47	1990
314	150055	48	1990
318	134415.5	49	1990
355	131453.75	50	1990
376	136591	51	1990
468	137162.5	52	1990
405	134863	53	1990
511	131990.25	54	1990
596	126358.75	55	1990
608	119412.75	56	1990
655	115373.5	57	1990
685	113882.25	58	1990
719	109712.25	59	1990
777	93777.25	60	1990
749	82529.75	61	1990
767	75472.5	62	1990
843	69085	63	1990
890	61792.25	64	1990
535	36049	65	1990
352	21680.25	66	1990
305	18078.75	67	1990
328	16008	68	1990
342	14969.25	69	1990
317	13804.75	70	1990
273	10576.5	71	1990
247	7753	72	1990
257	7481.75	73	1990
281	7534	74	1990
300	7014	75	1990
269	6427.5	76	1990
300	5769.5	77	1990
319	5129.75	78	1990
336	4496.5	79	1990
302	3876.5	80	1990
269	3396.5	81	1990
250	2985.25	82	1990
291	2621	83	1990
216	2152.5	84	1990
211	1632	85	1990
150	1245.5	86	1990
150	1002.5	87	1990
112	813.5	88	1990
122	648.25	89	1990
78	499.25	90	1990
71	388.25	91	1990
47	288	92	1990
40	212.5	93	1990
28	151.5	94	1990
20	125.25	95	1990
21	99	96	1990
13	79.75	97	1990
14	57.25	98	1990
6	40.25	99	1990
3	79.5	100	1990
0	146.25	11	1991
0	138	12	1991
0	205	13	1991
0	276.25	14	1991
0	430.25	15	1991
0	1173	16	1991
2	3873.5	17	1991
11	8492.5	18	1991
14	13454.5	19	1991
18	18315.5	20	1991
13	22830.25	21	1991
19	27345.5	22	1991
27	32166.25	23	1991
24	37348	24	1991
23	42369	25	1991
22	47336	26	1991
30	52465.25	27	1991
44	56428.75	28	1991
31	58684.75	29	1991
35	60619	30	1991
28	61976	31	1991
42	64809.25	32	1991
54	68463.75	33	1991
44	71824	34	1991
47	76115.5	35	1991
76	81146.5	36	1991
64	87425.75	37	1991
74	94932.75	38	1991
102	102239.25	39	1991
80	111469.75	40	1991
111	123440.75	41	1991
165	137868.5	42	1991
162	156439.25	43	1991
223	179636.75	44	1991
260	172696.5	45	1991
285	155449.5	46	1991
283	160003	47	1991
338	159087.75	48	1991
336	145912.25	49	1991
329	130044.5	50	1991
393	127650	51	1991
390	132974.5	52	1991
505	133232.25	53	1991
496	130428.5	54	1991
543	125651	55	1991
590	120384.25	56	1991
574	114270.75	57	1991
681	109968.5	58	1991
756	107250.5	59	1991
644	93465.25	60	1991
768	82565.25	61	1991
778	76157.75	62	1991
861	69834	63	1991
785	61878	64	1991
500	36674.25	65	1991
342	22685.5	66	1991
314	18943.25	67	1991
332	16500.25	68	1991
328	14737.75	69	1991
337	13710.75	70	1991
322	12781.5	71	1991
314	9937.5	72	1991
217	7284	73	1991
258	7009.75	74	1991
322	6846.25	75	1991
267	6424.25	76	1991
279	5944.25	77	1991
317	5333.5	78	1991
302	4681.5	79	1991
276	3892.5	80	1991
236	3373.5	81	1991
246	2981.5	82	1991
269	2629	83	1991
254	2215.5	84	1991
186	1695.5	85	1991
164	1317.25	86	1991
154	1036.25	87	1991
113	816.25	88	1991
103	667.5	89	1991
74	517.5	90	1991
79	404.75	91	1991
63	298	92	1991
46	223.75	93	1991
36	164.5	94	1991
26	120	95	1991
18	96.5	96	1991
13	76.25	97	1991
4	67.25	98	1991
8	47.75	99	1991
1	87.5	100	1991
0	158.75	11	1992
0	145	12	1992
0	208	13	1992
0	291	14	1992
0	430.25	15	1992
1	1036	16	1992
1	3276.25	17	1992
5	7443.25	18	1992
11	11898.25	19	1992
14	16694.75	20	1992
7	21665.75	21	1992
15	25965.25	22	1992
24	30367.75	23	1992
15	35497.75	24	1992
29	40697	25	1992
19	45584	26	1992
28	50333.75	27	1992
26	55081	28	1992
29	58267.75	29	1992
36	60555.5	30	1992
35	62311.25	31	1992
43	63634.25	32	1992
35	66108.5	33	1992
48	69547.25	34	1992
47	72522.5	35	1992
48	76268.25	36	1992
69	81264.5	37	1992
68	87179	38	1992
98	94253.75	39	1992
106	101023.25	40	1992
109	109753	41	1992
150	121174.75	42	1992
158	134647	43	1992
160	152321.25	44	1992
225	174367.25	45	1992
267	167369.5	46	1992
283	149720	47	1992
311	153727	48	1992
280	152533	49	1992
304	139026.75	50	1992
320	123960.25	51	1992
404	121943.75	52	1992
456	126445.75	53	1992
456	126492	54	1992
474	122015.5	55	1992
566	117836	56	1992
584	113411.5	57	1992
629	107263	58	1992
674	102015	59	1992
684	90334.75	60	1992
705	81152.25	61	1992
786	75313	62	1992
835	69566.5	63	1992
722	61828.25	64	1992
507	36503.75	65	1992
362	23120.25	66	1992
347	19470.25	67	1992
332	16977.5	68	1992
323	14902.75	69	1992
328	13203.75	70	1992
269	12426.75	71	1992
354	11827.75	72	1992
296	9147.25	73	1992
250	6664.25	74	1992
239	6260.5	75	1992
304	6153.25	76	1992
256	5871.75	77	1992
291	5442	78	1992
286	4828	79	1992
268	3990	80	1992
265	3377.75	81	1992
240	2953.25	82	1992
251	2605	83	1992
262	2213.25	84	1992
197	1746.75	85	1992
162	1362.5	86	1992
164	1084	87	1992
130	841.25	88	1992
85	671	89	1992
88	538.75	90	1992
86	408	91	1992
66	315.5	92	1992
39	225	93	1992
43	175.75	94	1992
27	125	95	1992
17	98	96	1992
12	67	97	1992
9	59.75	98	1992
4	55.25	99	1992
8	100	100	1992
1	144.5	11	1993
0	160	12	1993
0	207.75	13	1993
0	288	14	1993
0	443.75	15	1993
0	997.25	16	1993
3	2973.25	17	1993
4	6051.25	18	1993
7	10161.25	19	1993
10	14394	20	1993
19	19266	21	1993
17	23950.5	22	1993
13	28242.5	23	1993
11	32768.25	24	1993
20	37873.25	25	1993
21	43027	26	1993
21	47609.5	27	1993
12	51854	28	1993
20	56088.5	29	1993
21	58950.75	30	1993
36	61274	31	1993
48	62853.5	32	1993
35	63721.75	33	1993
35	65970.5	34	1993
38	69286.5	35	1993
51	71963.25	36	1993
53	75640	37	1993
57	80276.5	38	1993
81	85614	39	1993
82	92270.5	40	1993
71	98669.75	41	1993
102	106912.25	42	1993
121	117495.5	43	1993
143	130075.25	44	1993
208	146527	45	1993
261	167302.75	46	1993
281	159996.75	47	1993
294	142387.75	48	1993
304	145774.25	49	1993
339	143407.75	50	1993
354	130762.25	51	1993
346	116794	52	1993
405	114634.5	53	1993
414	118470	54	1993
440	116602.25	55	1993
478	112712.75	56	1993
556	109380	57	1993
632	105005.5	58	1993
586	98234.75	59	1993
619	84652.25	60	1993
715	76945	61	1993
720	72847.5	62	1993
739	67647.5	63	1993
714	60613.75	64	1993
501	36319.25	65	1993
368	22811.25	66	1993
302	19499.25	67	1993
325	17100	68	1993
312	15114	69	1993
273	13164.75	70	1993
310	11770	71	1993
358	11335.75	72	1993
382	10768.75	73	1993
302	8320.5	74	1993
251	5935.25	75	1993
240	5597.25	76	1993
265	5550.75	77	1993
276	5318.5	78	1993
290	4906.5	79	1993
269	4028.5	80	1993
279	3441	81	1993
240	2911.5	82	1993
225	2549.5	83	1993
212	2187.5	84	1993
194	1730.25	85	1993
144	1405	86	1993
159	1124.5	87	1993
128	877.75	88	1993
100	684.25	89	1993
103	537	90	1993
90	404.25	91	1993
44	317.5	92	1993
51	245	93	1993
40	173.5	94	1993
19	132.75	95	1993
14	100.25	96	1993
15	74.5	97	1993
8	54.5	98	1993
6	48.75	99	1993
15	74.25	100	1993
0	134.75	11	1994
0	162.25	12	1994
0	203.25	13	1994
0	265.25	14	1994
0	399.5	15	1994
0	796.5	16	1994
2	2382.75	17	1994
7	4499.75	18	1994
5	7497.25	19	1994
7	10857.25	20	1994
8	14761.25	21	1994
14	19059.25	22	1994
12	23442.5	23	1994
8	27688.5	24	1994
14	32209	25	1994
19	37245.5	26	1994
35	42113	27	1994
18	46186.25	28	1994
20	50163	29	1994
24	54063.75	30	1994
35	56988.75	31	1994
36	59291	32	1994
33	60624.25	33	1994
35	61421	34	1994
63	63593.5	35	1994
57	66693.5	36	1994
43	69274.25	37	1994
60	72710.25	38	1994
56	76954	39	1994
78	81985.5	40	1994
92	88212	41	1994
106	94185.5	42	1994
111	101893.5	43	1994
162	111731	44	1994
177	123198.5	45	1994
206	138364	46	1994
230	157595.5	47	1994
222	150264.75	48	1994
267	133261.5	49	1994
358	134869.75	50	1994
330	132777.75	51	1994
377	121310	52	1994
340	108260.75	53	1994
380	105817.75	54	1994
378	107474.75	55	1994
452	105856.75	56	1994
548	103072.75	57	1994
576	99862.5	58	1994
582	94873.75	59	1994
566	80146.75	60	1994
556	71131	61	1994
710	68123.25	62	1994
625	64491.25	63	1994
640	58040.25	64	1994
447	35311.25	65	1994
319	22642	66	1994
282	18992.75	67	1994
276	16695	68	1994
272	14842	69	1994
266	13061	70	1994
279	11421.25	71	1994
266	10422.25	72	1994
349	10022.25	73	1994
322	9553	74	1994
259	7314	75	1994
232	5245	76	1994
261	4930.25	77	1994
273	4949	78	1994
276	4720	79	1994
281	4080.75	80	1994
272	3503	81	1994
265	3016.5	82	1994
244	2513.25	83	1994
227	2128.75	84	1994
169	1719.25	85	1994
148	1391.25	86	1994
150	1182.25	87	1994
137	911.25	88	1994
118	707.75	89	1994
109	547.25	90	1994
76	408.25	91	1994
45	320	92	1994
42	252.25	93	1994
48	190	94	1994
34	138.75	95	1994
22	105.25	96	1994
7	79.75	97	1994
2	60.25	98	1994
9	42.5	99	1994
4	39	100	1994
0	126	11	1995
0	143.5	12	1995
0	180.25	13	1995
0	238.75	14	1995
0	357.75	15	1995
1	554.5	16	1995
1	1538.75	17	1995
2	3313.75	18	1995
2	5524	19	1995
4	8100.25	20	1995
6	11239.25	21	1995
6	14831.75	22	1995
12	18891.5	23	1995
5	23227.5	24	1995
16	27359.5	25	1995
14	31585.75	26	1995
31	36119.75	27	1995
21	40425.25	28	1995
15	44025	29	1995
38	47676.75	30	1995
36	51406.75	31	1995
26	54296.25	32	1995
50	56417.5	33	1995
34	57763	34	1995
24	58626.25	35	1995
40	60700	36	1995
35	63749	37	1995
32	66287	38	1995
61	69676.75	39	1995
78	73628	40	1995
77	78468.5	41	1995
72	84420.5	42	1995
92	90044.25	43	1995
117	97271.75	44	1995
138	106244.25	45	1995
170	117100	46	1995
204	131332.5	47	1995
227	149380.25	48	1995
264	141856.25	49	1995
288	124667	50	1995
323	126224.5	51	1995
326	124454	52	1995
340	113689	53	1995
358	101403.5	54	1995
371	97293	55	1995
419	98919.75	56	1995
466	98325.25	57	1995
518	95714.75	58	1995
562	91976	59	1995
528	78851.75	60	1995
518	68871	61	1995
584	64521	62	1995
579	61951.5	63	1995
612	56930.75	64	1995
407	34969.75	65	1995
297	22979.25	66	1995
294	19443.75	67	1995
272	16796.5	68	1995
280	14919.5	69	1995
294	13145	70	1995
274	11699.75	71	1995
273	10469.5	72	1995
280	9513.25	73	1995
313	9117.5	74	1995
364	8599	75	1995
244	6525	76	1995
218	4714.75	77	1995
227	4403	78	1995
289	4422	79	1995
251	3935.5	80	1995
250	3480.25	81	1995
238	3020.75	82	1995
233	2577	83	1995
200	2092.75	84	1995
159	1683.25	85	1995
155	1419.5	86	1995
161	1187.25	87	1995
158	969.5	88	1995
120	741.75	89	1995
85	565.5	90	1995
59	430.5	91	1995
64	326.5	92	1995
53	252	93	1995
30	202.5	94	1995
22	150.25	95	1995
19	107.25	96	1995
11	77.25	97	1995
11	69.75	98	1995
1	49.25	99	1995
4	38.5	100	1995
0	132.25	11	1996
0	121.75	12	1996
0	143	13	1996
0	189.5	14	1996
1	307.5	15	1996
0	480	16	1996
0	985.5	17	1996
3	2035.75	18	1996
1	3726	19	1996
1	5566.75	20	1996
6	7761.25	21	1996
13	10373	22	1996
7	13602.5	23	1996
13	17176.75	24	1996
11	21089.75	25	1996
16	24602.5	26	1996
13	28064.25	27	1996
13	31831.25	28	1996
16	35339.5	29	1996
28	38368.5	30	1996
17	41536.75	31	1996
26	44812.25	32	1996
22	47137.5	33	1996
37	48946.75	34	1996
30	50065.5	35	1996
20	50570.5	36	1996
30	52135	37	1996
53	54607.5	38	1996
62	56703.25	39	1996
42	59432.75	40	1996
33	62611.75	41	1996
77	66708	42	1996
78	71819	43	1996
90	76608	44	1996
108	82560.75	45	1996
133	90329.75	46	1996
122	99633	47	1996
155	111968	48	1996
259	127400.75	49	1996
209	119817.75	50	1996
206	105416.75	51	1996
303	107014.75	52	1996
352	105355.5	53	1996
305	96118.75	54	1996
334	84120.75	55	1996
331	81068	56	1996
424	82990.5	57	1996
438	82219	58	1996
424	79368	59	1996
461	69176	60	1996
443	61380.75	61	1996
527	56628.5	62	1996
473	53221.75	63	1996
523	49405.5	64	1996
356	30462	65	1996
296	19806.5	66	1996
297	17068.75	67	1996
253	14953.75	68	1996
228	13043.5	69	1996
257	11479.25	70	1996
239	10254.25	71	1996
248	9314.5	72	1996
237	8317.5	73	1996
243	7483.5	74	1996
263	7152.25	75	1996
286	6680.75	76	1996
223	5118.25	77	1996
200	3695.75	78	1996
192	3475.25	79	1996
194	3190.25	80	1996
193	2974.25	81	1996
208	2650.5	82	1996
197	2329.75	83	1996
164	1962	84	1996
171	1540.5	85	1996
146	1275	86	1996
148	1120.5	87	1996
124	897.25	88	1996
117	715	89	1996
78	531.25	90	1996
70	411.25	91	1996
56	311.25	92	1996
53	236.5	93	1996
27	178.5	94	1996
25	151.5	95	1996
28	106.5	96	1996
9	69.5	97	1996
10	61.75	98	1996
5	52.25	99	1996
8	40.5	100	1996
0	131.6	11	1997
0	133.1	12	1997
0	140.8	13	1997
0	163.7	14	1997
1	264.4	15	1997
0	444	16	1997
0	959.9	17	1997
1	1615.2	18	1997
1	2604.7	19	1997
4	4181.6	20	1997
2	5955.7	21	1997
5	8073.9	22	1997
12	10684.2	23	1997
10	13930.4	24	1997
21	17674.4	25	1997
14	21617.9	26	1997
5	24949.7	27	1997
8	28158.1	28	1997
6	31651.2	29	1997
16	35116.4	30	1997
14	38104.6	31	1997
23	41233.9	32	1997
23	44398.4	33	1997
46	46557.5	34	1997
18	48452.4	35	1997
25	49472.9	36	1997
22	49864.4	37	1997
41	51402	38	1997
36	53682.1	39	1997
45	55582.9	40	1997
49	58217.8	41	1997
78	61240.9	42	1997
62	65158.4	43	1997
100	69901.1	44	1997
80	74373.9	45	1997
124	80059.2	46	1997
128	87270.1	47	1997
157	95874.4	48	1997
185	107263.2	49	1997
260	120703.2	50	1997
254	113406.9	51	1997
260	99884	52	1997
320	101322.3	53	1997
328	99537.9	54	1997
325	89144.1	55	1997
311	78381.2	56	1997
395	76245.4	57	1997
429	78003.7	58	1997
434	76745.9	59	1997
447	66832.7	60	1997
449	60134.1	61	1997
464	56272.4	62	1997
481	51979.4	63	1997
488	47395.1	64	1997
333	30006.2	65	1997
241	20061.4	66	1997
248	17182.2	67	1997
262	15332.4	68	1997
242	13570.2	69	1997
256	11768.7	70	1997
247	10482.6	71	1997
248	9609.3	72	1997
252	8779.5	73	1997
270	7829.2	74	1997
234	6939.7	75	1997
254	6615.6	76	1997
299	6239.5	77	1997
244	4762.7	78	1997
181	3431.4	79	1997
198	3063.1	80	1997
261	3040.9	81	1997
244	2778.9	82	1997
200	2527.1	83	1997
202	2162.6	84	1997
187	1691.3	85	1997
149	1347.3	86	1997
156	1159.5	87	1997
138	979.3	88	1997
129	795.8	89	1997
122	617.5	90	1997
80	449	91	1997
72	359.5	92	1997
53	257.3	93	1997
45	184.5	94	1997
22	150.3	95	1997
20	128.3	96	1997
14	82.3	97	1997
5	59.5	98	1997
7	52.3	99	1997
4	44.3	100	1997
0	89.5	11	1998
0	111.8	12	1998
0	118.9	13	1998
0	121.3	14	1998
0	185.2	15	1998
0	302.7	16	1998
0	698.9	17	1998
1	1331.7	18	1998
2	1969.9	19	1998
1	2835.9	20	1998
0	4320.4	21	1998
4	5960.1	22	1998
1	7868.6	23	1998
8	10524.2	24	1998
3	13717.6	25	1998
11	17284.4	26	1998
11	20704.5	27	1998
19	23458.1	28	1998
15	25956.1	29	1998
9	28873.8	30	1998
16	31774.6	31	1998
14	34072.7	32	1998
30	36657.9	33	1998
37	38916.6	34	1998
17	40556.1	35	1998
29	41846.2	36	1998
47	42422.2	37	1998
31	42742.9	38	1998
34	43827	39	1998
35	45563.6	40	1998
37	47118	41	1998
50	49263.2	42	1998
46	52188.6	43	1998
68	55519.2	44	1998
88	59480.4	45	1998
108	63419.4	46	1998
111	68399.2	47	1998
168	74469.4	48	1998
166	81447.2	49	1998
198	90334.4	50	1998
237	101301.5	51	1998
233	95499.2	52	1998
244	84027.2	53	1998
292	84374.2	54	1998
284	81214.4	55	1998
305	73144.7	56	1998
263	64965.1	57	1998
363	63058.5	58	1998
303	63934.7	59	1998
364	56596.2	60	1998
343	50582.9	61	1998
381	47946.3	62	1998
391	44956.9	63	1998
427	40262.4	64	1998
268	26136.9	65	1998
242	18258.2	66	1998
221	16099.1	67	1998
197	14491.2	68	1998
244	13245.1	69	1998
265	11739.3	70	1998
257	10327.7	71	1998
241	9462.2	72	1998
259	8730.4	73	1998
282	8031.4	74	1998
240	7087.9	75	1998
263	6418.7	76	1998
257	6134.4	77	1998
286	5749.1	78	1998
251	4448.4	79	1998
170	3009.6	80	1998
174	2764.7	81	1998
200	2656.8	82	1998
