deaths	exposure	age	year
237	2450.9	83	1998
203	2127.6	84	1998
171	1694.1	85	1998
149	1352.8	86	1998
139	1102	87	1998
127	932.3	88	1998
97	789.8	89	1998
92	629	90	1998
70	485.8	91	1998
68	357	92	1998
53	269.5	93	1998
32	187	94	1998
34	138.3	95	1998
18	113.8	96	1998
14	99	97	1998
2	67.3	98	1998
5	46	99	1998
6	44	100	1998
0	84.6	11	1999
0	100.1	12	1999
0	121.4	13	1999
0	134.9	14	1999
0	181.8	15	1999
0	282.4	16	1999
0	585.4	17	1999
0	1092.2	18	1999
1	1841.8	19	1999
3	2421.4	20	1999
2	3271.9	21	1999
3	4690.2	22	1999
4	6189.3	23	1999
8	8112.8	24	1999
3	10639.2	25	1999
9	13629.5	26	1999
7	16718.4	27	1999
11	19825.7	28	1999
15	22467.9	29	1999
13	25046.8	30	1999
15	27937.2	31	1999
17	30833.4	32	1999
13	33346.6	33	1999
25	35904.7	34	1999
30	38348.4	35	1999
29	39874.7	36	1999
27	41131.8	37	1999
17	42014.6	38	1999
29	42312.7	39	1999
39	43348.8	40	1999
42	45153.2	41	1999
53	46348.1	42	1999
40	48331.1	43	1999
53	50685	44	1999
60	53301.5	45	1999
88	56760.7	46	1999
66	60121.3	47	1999
115	64380.4	48	1999
121	69441	49	1999
133	74898.3	50	1999
199	82591.7	51	1999
238	92835.9	52	1999
226	87299	53	1999
243	76382.3	54	1999
258	75332.1	55	1999
265	73058.6	56	1999
282	66617.4	57	1999
318	59119.2	58	1999
309	56842.5	59	1999
314	52250.4	60	1999
312	47395.8	61	1999
352	44854	62	1999
334	42918.6	63	1999
435	38916.5	64	1999
257	24950.9	65	1999
206	16897.3	66	1999
212	14985.7	67	1999
235	13549	68	1999
223	12162.6	69	1999
200	10950.9	70	1999
217	9774.1	71	1999
195	8770.5	72	1999
238	8089.7	73	1999
269	7445	74	1999
219	6656.4	75	1999
233	5799.9	76	1999
222	5217.2	77	1999
243	4984.2	78	1999
243	4652.6	79	1999
156	3421.8	80	1999
146	2402.8	81	1999
158	2198.9	82	1999
206	2087.9	83	1999
186	1871.1	84	1999
174	1564.6	85	1999
165	1277.5	86	1999
122	1081.5	87	1999
109	873.3	88	1999
77	727.5	89	1999
96	602.8	90	1999
61	467.5	91	1999
48	347.5	92	1999
45	269.3	93	1999
29	190.5	94	1999
29	127	95	1999
22	84.8	96	1999
9	73.8	97	1999
10	68	98	1999
5	47.8	99	1999
1	32.5	100	1999
